framenr,kanji,keyword,public,last_edited,story
1855,膨,"swell",1,2016-07-02 14:38:37,"body part | drum | shape
Imagine the flesh literally becoming drum-shaped. Like a 50-gallon drum, not the instrument. Possibly because of a ""sea change"" where a corpse swells up/bloats after being in the water too long."
1856,参,"visit",1,2016-07-02 14:46:00,"elbow/dog/shape
Old Jewish joke. Mother is giving directions to her son so he can visit her in her apartment. It involves using elbow to press intercom, lift and doorbell. Son is confused about the elbow so she says ""You're not coming empty handed, are you?"" Son takes this to heart, so he gift-wraps a big dog and you can clearly see its shape through the wrapping paper. (like gift-wrapping a bicycle, I suppose)"
1857,惨,"wretched",1,2016-07-02 14:48:25,"state of mind | visit
State of mind of the Jewish guy who has to go visit his mother (see ""visit"" story). She always makes him feel wretched 
https://en.wikipedia.org/wiki/Jewish_mother_stereotype"
1858,修,"discipline",1,2016-07-02 14:55:49,"Hiro | walking stick | (taskmaster / shape)
Hiro Nakamura and his father Kaito sparring before Hiro goes to fight Sylar. Kaito believes his son doesn't have the correct discipline so he gives him a super-quick lesson.
Kaito makes Hiro use a cane instead of the Kensei sword. They have a fight where the taskmaster's (Kaito's) blows are so fast that they're just blurred shapes to Hiro. After a bit, Kaito is satisfied and lets Hiro go (proving that the sword wasn't the important thing, but Hiro's discipline)"
1859,珍,"rare",1,2016-07-02 14:57:44,"As rare as hen's teeth. 
Rare gives idea of a jewel/something precious and I'm pretending that the RHS looks like a chicken's mouth opened up (umbrella) revealing the ""shape"" of teeth inside."
1860,診,"checkup",1,2016-07-02 15:08:24,"I went to the doctor for a check-up. He told me I was in umbrella shape. I thought about it a second and asked, ""that's a good thing, right?"" ""Oh no,"" he said, ""you could fold up at any moment!""."
1861,文,"sentence",1,2016-07-02 15:12:05,"OK, knew this one so no story.
As a primitive, I will call it ""bandolier"" since ""plaid"" doesn't really work for me."
1862,対,"vis-a-vis",1,2016-07-02 15:17:48,"bandolier | stick(-up)
With a bandolier, your guns should be placed on the opposite side vis-a-vis the hand that draws them. Practising this kind of quick-draw is essential to a successful stick-up."
1863,紋,"family crest",1,2016-07-02 15:21:37,"Thread-bandolier
I detect a somewhat sinister thread in Dexter's choice of a bandolier as his family crest."
1864,蚊,"mosquito",1,2016-07-02 15:22:35,"insect | bandolier
Imagine the mosquito as a Mexican bandito, complete with bandolier."
1865,斑,"speckled",1,2016-07-02 15:28:09,"Bandolier between two balls
Kanji also has meaning: spot, blemish, speck, patches. So ""blotches"" seems like a good keyword instead of ""speckled"".
Bandolier as some kind of gimpish sex toy which unfortunately is too tight, leading to unsightly blotches to appear on the wearer's member."
1866,斉,"adjusted",1,2016-07-02 15:31:32,"Bandolier / fence-posts surrounding two
Bandito catches his bandoliers on the fence while climbing the stile, so he has to adjust both of them in a like manner."
1867,剤,"dose",1,2016-07-02 15:32:16,"adjusted | dose
The dose has to be adjusted for body mass and cut accordingly."
1868,済,"finish",1,2016-07-02 15:37:34,"water | adjusted
I thought I'd finished my Minecraft farm but then I realised that water only goes 8 blocks so I had to come up with an adjusted design."
1869,斎,"purification",1,2016-07-02 15:43:07,"bandolier / fenceposts containing altar (show)
Imagine some kind of preacher-gunfighter in a Western (probably played by Clint Eastwood) and his ongoing mission to ""purify"" the West. We can see the bandoliers at the top then he widens his coat (represented by fence-posts on either side) to the sinner to show not a gun, but a portable altar!"
1870,粛,"solemn",1,2016-07-02 15:55:27,"Looks like a kind of I Ching divination method using rice: https://goo.gl/Kv1X7R
Reading the I Ching needs a solemn state of mind.
I can see rake as a random number generator (some grains get through, some are stuck) and then whatever amount of rice that gets through gives one line of the hexagram (fence-posts indicating the margins of the hexagram through which broken/solid lines will be drawn)"
1871,塁,"bases",1,2016-07-02 15:58:59,"Probably just go with baseball: outfield (rice field), bases (sparkles) and batter's mound (earth)."
1872,楽,"music",1,2016-07-02 16:03:11,"white / sparkly / tree
Synaesthesia at the top: sound being heard as colours. The guy experiencing it is obviously on LSD because he thinks his body is a tree."
1873,薬,"medicine",1,2016-07-02 16:04:13,"grass is an enjoyable medicine"
1874,率,"ratio",1,2016-07-02 16:10:19,"Ratios are some number over some other number. Here, the bottom number is ten, so that's a help. Unfortunately someone has put a complex number (mysterious sparkly number; think Mandelbrot Set) at the top, so this ratio is also complex."
1875,渋,"astringent",1,2016-07-02 16:14:03,"The taste of MDMA, so go with the idea of MDMA. Elements: water for sweat/need to drink more water. Elements on the right are footprint / sparkle. Say that the taste makes you stomp your foot down, leaving a big footprint and sparkles are your puckered-up mouth reacting to the astringency."
1876,摂,"vicarious",1,2016-07-02 16:17:41,"Finger | (ear / sparkle)
Deaf guy (finger, ear) vicariously experiencing something by reading someone's lips as he gives a description (sparkle as puckered-up lips). Or treat sparkles as like an internal fireworks display that is the deaf guy's vicarious experience of the real thing."
1877,央,"center",1,2016-07-02 17:51:23,"Spock, embiggen the centre of the view screen! I want to see if that giant dog out the window has a name tag on his collar."
1878,英,"England",1,2016-07-02 16:26:09,"Also the word for ""calyx"", the cup-like enclosure around the outermost petals of a flower. So the flower is the thing that is in the centre of the calyx.
The rose is the flower that is a central symbol of the country of England."
1879,映,"reflect",1,2016-07-02 16:27:44,"sun | centre
Think of a parabolic mirror, the sun's rays being reflected onto a central focal point."
1880,赤,"red",1,2016-07-02 16:34:08,"Read this as ""red ochre"", a pigment from the mineral hematite, which is an anhydrous iron oxide. Soil, because it comes from the soil, and ""dagger little"" because it contains iron (needed for making daggers) but it's of little use in that state because it's oxidised."
1881,赦,"pardon",1,2016-07-02 16:35:16,"Red | taskmaster. After shouting ""Off with her head!"", the Red Queen (#1 taskmaster in Alice's adventures), she actually thought better of it and gave Alice a pardon."
1882,変,"unusual",1,2016-07-02 16:37:49,"Apple / walking legs
It's not unusual for the walking-wounded sufferers of TB to have an apple-red complexion. It doesn't denote good health, though."
1883,跡,"tracks",1,2016-07-02 16:54:41,"leg | apple
remember trail is leg-religion.
Tracks is like that, except we have leg-apple. Think trying to follow the track of a Shinigami (Death Note). Its legs don't leave marks, but you can track him by the apple cores he leaves behind."
1884,蛮,"barbarian",1,2016-07-02 17:00:28,"apple / insect
The barbarian king had no time for the apple-polishing insects that swarmed around him at court. He longed only for battle!"
1885,恋,"romance",1,2016-07-02 17:01:14,"romance: when someone is the apple of your heart (not eye!)"
1886,湾,"gulf",1,2016-07-02 17:07:21,"water | (apple / pull (bow))
Grief  (rivers of tears) engulfed William (Tell | S. Burroughs) as he killed his [son | wife] while trying to shoot an apple off [his | her] head with his [bow | gun].
https://en.wikipedia.org/wiki/Joan_Vollmer#Death"
1887,黄,"yellow",1,2016-07-02 17:16:52,"Salad-sprout-animal legs
A salad that sprouts animal legs? Straight-forward, but connecting with ""yellow""? Easy... the new brand of Soylent ... Soylent Yellow (""it's not made of people!"") (maybe it's made from seamonkeys)"
1888,横,"sideways",1,2016-07-02 17:22:41,"The canine cocked his leg sideways and delivered a stream of bright yellow urine to the base of the tree. Not long afterwards the tree turned yellow and woof and weft."
1889,把,"grasp",1,2016-07-04 13:43:15,"You can point a finger at the Mosaic browser and say that it was the first to grasp the potential of the World-Wide-Web. Obviously you can't grasp the web or Internet with your fingers, though, because it's intangible.
Sausage-fingers make it difficult to grasp small mosaic tiles."
1890,色,"color",1,2016-07-02 17:31:50,"bound-up mosaic
Imagine RGB pixels on a screen. It's a bound-up mosaic because each of the pixels is bound up in a small space and mosaic because that's literally what the coloured pixels are:
Mosaic: a picture or pattern produced by arranging together small pieces of stone, tile, glass, etc."
